group,variable,value,nickname,university,year,datestarted,mayor,degree,hobby,canvas,kthsocial,facebook,learnings,courses,thesis,fiveyears
S32,Q3,6,raspberry666,,2017,44736,Computer Science,Master in Science,Litterature - politics - gaming,Yes - several times a day.,No and I will never use it.,Yes - several times a day.,I want to learn how to present graphs - excel sheets - data in really cool ways so I can get top score on r/dataisbeautiful,The introduction to graphics course - and the basic statistics math course - beside all the programming courses,Have not started planning for it.,Entrepreneur if everything went 5/5
S32,Q4,4,raspberry666,,2017,44736,Computer Science,Master in Science,Litterature - politics - gaming,Yes - several times a day.,No and I will never use it.,Yes - several times a day.,I want to learn how to present graphs - excel sheets - data in really cool ways so I can get top score on r/dataisbeautiful,The introduction to graphics course - and the basic statistics math course - beside all the programming courses,Have not started planning for it.,Entrepreneur if everything went 5/5
S32,Q5,7,raspberry666,,2017,44736,Computer Science,Master in Science,Litterature - politics - gaming,Yes - several times a day.,No and I will never use it.,Yes - several times a day.,I want to learn how to present graphs - excel sheets - data in really cool ways so I can get top score on r/dataisbeautiful,The introduction to graphics course - and the basic statistics math course - beside all the programming courses,Have not started planning for it.,Entrepreneur if everything went 5/5
S32,Q6,7,raspberry666,,2017,44736,Computer Science,Master in Science,Litterature - politics - gaming,Yes - several times a day.,No and I will never use it.,Yes - several times a day.,I want to learn how to present graphs - excel sheets - data in really cool ways so I can get top score on r/dataisbeautiful,The introduction to graphics course - and the basic statistics math course - beside all the programming courses,Have not started planning for it.,Entrepreneur if everything went 5/5
S32,Q7,4,raspberry666,,2017,44736,Computer Science,Master in Science,Litterature - politics - gaming,Yes - several times a day.,No and I will never use it.,Yes - several times a day.,I want to learn how to present graphs - excel sheets - data in really cool ways so I can get top score on r/dataisbeautiful,The introduction to graphics course - and the basic statistics math course - beside all the programming courses,Have not started planning for it.,Entrepreneur if everything went 5/5
S32,Q8,4,raspberry666,,2017,44736,Computer Science,Master in Science,Litterature - politics - gaming,Yes - several times a day.,No and I will never use it.,Yes - several times a day.,I want to learn how to present graphs - excel sheets - data in really cool ways so I can get top score on r/dataisbeautiful,The introduction to graphics course - and the basic statistics math course - beside all the programming courses,Have not started planning for it.,Entrepreneur if everything went 5/5
S32,Q9,4,raspberry666,,2017,44736,Computer Science,Master in Science,Litterature - politics - gaming,Yes - several times a day.,No and I will never use it.,Yes - several times a day.,I want to learn how to present graphs - excel sheets - data in really cool ways so I can get top score on r/dataisbeautiful,The introduction to graphics course - and the basic statistics math course - beside all the programming courses,Have not started planning for it.,Entrepreneur if everything went 5/5
S32,Q10,6,raspberry666,,2017,44736,Computer Science,Master in Science,Litterature - politics - gaming,Yes - several times a day.,No and I will never use it.,Yes - several times a day.,I want to learn how to present graphs - excel sheets - data in really cool ways so I can get top score on r/dataisbeautiful,The introduction to graphics course - and the basic statistics math course - beside all the programming courses,Have not started planning for it.,Entrepreneur if everything went 5/5
S32,Q11,6,raspberry666,,2017,44736,Computer Science,Master in Science,Litterature - politics - gaming,Yes - several times a day.,No and I will never use it.,Yes - several times a day.,I want to learn how to present graphs - excel sheets - data in really cool ways so I can get top score on r/dataisbeautiful,The introduction to graphics course - and the basic statistics math course - beside all the programming courses,Have not started planning for it.,Entrepreneur if everything went 5/5
S32,Q12,6,raspberry666,,2017,44736,Computer Science,Master in Science,Litterature - politics - gaming,Yes - several times a day.,No and I will never use it.,Yes - several times a day.,I want to learn how to present graphs - excel sheets - data in really cool ways so I can get top score on r/dataisbeautiful,The introduction to graphics course - and the basic statistics math course - beside all the programming courses,Have not started planning for it.,Entrepreneur if everything went 5/5
S33,Q1,1,solarpunk,,2020,44793,Computer Science - Media Technology,Master in Science,,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,I want to use these skills for web development primarily.,DM2601 - KTH - Nov 2020. Data Structures - India - Feb 2016. Discrete Structures - India - Dec 2016. A386DBMS - India - May 2017. Computer Graphics - India - Dec 2017.,Have started planning - but haven't made contacts yet.,I imagine myself working in an elevated position in a startup that uses next-gen technologies. This could be AR/XR - game dev - and web dev.
S33,Q2,3,solarpunk,,2020,44793,Computer Science - Media Technology,Master in Science,,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,I want to use these skills for web development primarily.,DM2601 - KTH - Nov 2020. Data Structures - India - Feb 2016. Discrete Structures - India - Dec 2016. DBMS - India - May 2017. Computer Graphics - India - Dec 2017.,Have started planning - but haven't made contacts yet.,I imagine myself working in an elevated position in a startup that uses next-gen technologies. This could be AR/XR - game dev - and web dev.
S33,Q3,6,solarpunk,,2020,44793,Computer Science - Media Technology,Master in Science,,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,I want to use these skills for web development primarily.,DM2601 - KTH - Nov 2020. Data Structures - India - Feb 2016. Discrete Structures - India - Dec 2016. DBMS - India - May 2017. Computer Graphics - India - Dec 2017.,Have started planning - but haven't made contacts yet.,I imagine myself working in an elevated position in a startup that uses next-gen technologies. This could be AR/XR - game dev - and web dev.
S33,Q4,3,solarpunk,,2020,44793,Computer Science - Media Technology,Master in Science,,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,I want to use these skills for web development primarily.,DM2601 - KTH - Nov 2020. Data Structures - India - Feb 2016. Discrete Structures - India - Dec 2016. DBMS - India - May 2017. Computer Graphics - India - Dec 2017.,Have started planning - but haven't made contacts yet.,I imagine myself working in an elevated position in a startup that uses next-gen technologies. This could be AR/XR - game dev - and web dev.
S33,Q5,7,solarpunk,,2020,44793,Computer Science - Media Technology,Master in Science,,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,I want to use these skills for web development primarily.,DM2601 - KTH - Nov 2020. Data Structures - India - Feb 2016. Discrete Structures - India - Dec 2016. DBMS - India - May 2017. Computer Graphics - India - Dec 2017.,Have started planning - but haven't made contacts yet.,I imagine myself working in an elevated position in a startup that uses next-gen technologies. This could be AR/XR - game dev - and web dev.
S33,Q6,6,solarpunk,,2020,44793,Computer Science - Media Technology,Master in Science,,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,I want to use these skills for web development primarily.,DM2601 - KTH - Nov 2020. Data Structures - India - Feb 2016. Discrete Structures - India - Dec 2016. DBMS - India - May 2017. Computer Graphics - India - Dec 2017.,Have started planning - but haven't made contacts yet.,I imagine myself working in an elevated position in a startup that uses next-gen technologies. This could be AR/XR - game dev - and web dev.
S33,Q7,5,solarpunk,,2020,44793,Computer Science - Media Technology,Master in Science,,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,I want to use these skills for web development primarily.,DM2601 - KTH - Nov 2020. Data Structures - India - Feb 2016. Discrete Structures - India - Dec 2016. DBMS - India - May 2017. Computer Graphics - India - Dec 2017.,Have started planning - but haven't made contacts yet.,I imagine myself working in an elevated position in a startup that uses next-gen technologies. This could be AR/XR - game dev - and web dev.
S33,Q8,6,solarpunk,,2020,44793,Computer Science - Media Technology,Master in Science,,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,I want to use these skills for web development primarily.,DM2601 - KTH - Nov 2020. Data Structures - India - Feb 2016. Discrete Structures - India - Dec 2016. DBMS - India - May 2017. Computer Graphics - India - Dec 2017.,Have started planning - but haven't made contacts yet.,I imagine myself working in an elevated position in a startup that uses next-gen technologies. This could be AR/XR - game dev - and web dev.
S33,Q9,2,solarpunk,,2020,44793,Computer Science - Media Technology,Master in Science,,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,I want to use these skills for web development primarily.,DM2601 - KTH - Nov 2020. Data Structures - India - Feb 2016. Discrete Structures - India - Dec 2016. DBMS - India - May 2017. Computer Graphics - India - Dec 2017.,Have started planning - but haven't made contacts yet.,I imagine myself working in an elevated position in a startup that uses next-gen technologies. This could be AR/XR - game dev - and web dev.
S33,Q10,8,solarpunk,,2020,44793,Computer Science - Media Technology,Master in Science,,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,I want to use these skills for web development primarily.,DM2601 - KTH - Nov 2020. Data Structures - India - Feb 2016. Discrete Structures - India - Dec 2016. DBMS - India - May 2017. Computer Graphics - India - Dec 2017.,Have started planning - but haven't made contacts yet.,I imagine myself working in an elevated position in a startup that uses next-gen technologies. This could be AR/XR - game dev - and web dev.
S33,Q11,7,solarpunk,,2020,44793,Computer Science - Media Technology,Master in Science,,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,I want to use these skills for web development primarily.,DM2601 - KTH - Nov 2020. Data Structures - India - Feb 2016. Discrete Structures - India - Dec 2016. DBMS - India - May 2017. Computer Graphics - India - Dec 2017.,Have started planning - but haven't made contacts yet.,I imagine myself working in an elevated position in a startup that uses next-gen technologies. This could be AR/XR - game dev - and web dev.
S33,Q12,3,solarpunk,,2020,44793,Computer Science - Media Technology,Master in Science,,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - several times a day.,I want to use these skills for web development primarily.,DM2601 - KTH - Nov 2020. Data Structures - India - Feb 2016. Discrete Structures - India - Dec 2016. DBMS - India - May 2017. Computer Graphics - India - Dec 2017.,Have started planning - but haven't made contacts yet.,I imagine myself working in an elevated position in a startup that uses next-gen technologies. This could be AR/XR - game dev - and web dev.
S34,Q1,3,shuriken,,2020,44732,Media Technology,Master in Science,Creating seamless User experiences,Yes - but only a few times a week.,No and I will never use it.,No - but I wouldn't mind using it.,Thinking about how to represent information in different ways,HCI - Interactive Media technology,Have not started planning for it.,Researcher
S34,Q2,5,shuriken,,2020,44732,Media Technology,Master in Science,Creating seamless User experiences,Yes - but only a few times a week.,No and I will never use it.,No - but I wouldn't mind using it.,Thinking about how to represent information in different ways,HCI - Interactive Media technology,Have not started planning for it.,Researcher
S34,Q3,5,shuriken,,2020,44732,Media Technology,Master in Science,Creating seamless User experiences,Yes - but only a few times a week.,No and I will never use it.,No - but I wouldn't mind using it.,Thinking about how to represent information in different ways,HCI - Interactive Media technology,Have not started planning for it.,Researcher
S34,Q4,5,shuriken,,2020,44732,Media Technology,Master in Science,Creating seamless User experiences,Yes - but only a few times a week.,No and I will never use it.,No - but I wouldn't mind using it.,Thinking about how to represent information in different ways,HCI - Interactive Media technology,Have not started planning for it.,Researcher
S34,Q5,8,shuriken,,2020,44732,Media Technology,Master in Science,Creating seamless User experiences,Yes - but only a few times a week.,No and I will never use it.,No - but I wouldn't mind using it.,Thinking about how to represent information in different ways,HCI - Interactive Media technology,Have not started planning for it.,Researcher
S34,Q6,5,shuriken,,2020,44732,Media Technology,Master in Science,Creating seamless User experiences,Yes - but only a few times a week.,No and I will never use it.,No - but I wouldn't mind using it.,Thinking about how to represent information in different ways,HCI - Interactive Media technology,Have not started planning for it.,Researcher
S34,Q7,3,shuriken,,2020,44732,Media Technology,Master in Science,Creating seamless User experiences,Yes - but only a few times a week.,No and I will never use it.,No - but I wouldn't mind using it.,Thinking about how to represent information in different ways,HCI - Interactive Media technology,Have not started planning for it.,Researcher
S34,Q8,6,shuriken,,2020,44732,Media Technology,Master in Science,Creating seamless User experiences,Yes - but only a few times a week.,No and I will never use it.,No - but I wouldn't mind using it.,Thinking about how to represent information in different ways,HCI - Interactive Media technology,Have not started planning for it.,Researcher
S34,Q9,6,shuriken,,2020,44732,Media Technology,Master in Science,Creating seamless User experiences,Yes - but only a few times a week.,No and I will never use it.,No - but I wouldn't mind using it.,Thinking about how to represent information in different ways,HCI - Interactive Media technology,Have not started planning for it.,Researcher
S34,Q10,10,shuriken,,2020,44732,Media Technology,Master in Science,Creating seamless User experiences,Yes - but only a few times a week.,No and I will never use it.,No - but I wouldn't mind using it.,Thinking about how to represent information in different ways,HCI - Interactive Media technology,Have not started planning for it.,Researcher
S34,Q11,8,shuriken,,2020,44732,Media Technology,Master in Science,Creating seamless User experiences,Yes - but only a few times a week.,No and I will never use it.,No - but I wouldn't mind using it.,Thinking about how to represent information in different ways,HCI - Interactive Media technology,Have not started planning for it.,Researcher
S34,Q12,4,shuriken,,2020,44732,Media Technology,Master in Science,Creating seamless User experiences,Yes - but only a few times a week.,No and I will never use it.,No - but I wouldn't mind using it.,Thinking about how to represent information in different ways,HCI - Interactive Media technology,Have not started planning for it.,Researcher
S35,Q1,4,seed2,,2020,44740,Media Technology,Master in Science,music - films - games - digital art,Yes - several times a day.,Yes - but only a few times a week.,Yes - but the last time I checked was two weeks ago.,visualizing datasets. for research/work/artistic purposes,Intro to Statistics - Econometrics,Have not started planning for it.,
S35,Q2,3,seed2,,2020,44740,Media Technology,Master in Science,music - films - games - digital art,Yes - several times a day.,Yes - but only a few times a week.,Yes - but the last time I checked was two weeks ago.,visualizing datasets. for research/work/artistic purposes,Intro to Statistics - Econometrics,Have not started planning for it.,
S35,Q3,5,seed2,,2020,44740,Media Technology,Master in Science,music - films - games - digital art,Yes - several times a day.,Yes - but only a few times a week.,Yes - but the last time I checked was two weeks ago.,visualizing datasets. for research/work/artistic purposes,Intro to Statistics - Econometrics,Have not started planning for it.,
S35,Q4,9,seed2,,2020,44740,Media Technology,Master in Science,music - films - games - digital art,Yes - several times a day.,Yes - but only a few times a week.,Yes - but the last time I checked was two weeks ago.,visualizing datasets. for research/work/artistic purposes,Intro to Statistics - Econometrics,Have not started planning for it.,
S35,Q5,9,seed2,,2020,44740,Media Technology,Master in Science,music - films - games - digital art,Yes - several times a day.,Yes - but only a few times a week.,Yes - but the last time I checked was two weeks ago.,visualizing datasets. for research/work/artistic purposes,Intro to Statistics - Econometrics,Have not started planning for it.,
S35,Q6,5,seed2,,2020,44740,Media Technology,Master in Science,music - films - games - digital art,Yes - several times a day.,Yes - but only a few times a week.,Yes - but the last time I checked was two weeks ago.,visualizing datasets. for research/work/artistic purposes,Intro to Statistics - Econometrics,Have not started planning for it.,
S35,Q7,5,seed2,,2020,44740,Media Technology,Master in Science,music - films - games - digital art,Yes - several times a day.,Yes - but only a few times a week.,Yes - but the last time I checked was two weeks ago.,visualizing datasets. for research/work/artistic purposes,Intro to Statistics - Econometrics,Have not started planning for it.,
S35,Q8,6,seed2,,2020,44740,Media Technology,Master in Science,music - films - games - digital art,Yes - several times a day.,Yes - but only a few times a week.,Yes - but the last time I checked was two weeks ago.,visualizing datasets. for research/work/artistic purposes,Intro to Statistics - Econometrics,Have not started planning for it.,
S35,Q9,6,seed2,,2020,44740,Media Technology,Master in Science,music - films - games - digital art,Yes - several times a day.,Yes - but only a few times a week.,Yes - but the last time I checked was two weeks ago.,visualizing datasets. for research/work/artistic purposes,Intro to Statistics - Econometrics,Have not started planning for it.,
S35,Q10,10,seed2,,2020,44740,Media Technology,Master in Science,music - films - games - digital art,Yes - several times a day.,Yes - but only a few times a week.,Yes - but the last time I checked was two weeks ago.,visualizing datasets. for research/work/artistic purposes,Intro to Statistics - Econometrics,Have not started planning for it.,
S35,Q11,10,seed2,,2020,44740,Media Technology,Master in Science,music - films - games - digital art,Yes - several times a day.,Yes - but only a few times a week.,Yes - but the last time I checked was two weeks ago.,visualizing datasets. for research/work/artistic purposes,Intro to Statistics - Econometrics,Have not started planning for it.,
S35,Q12,4,seed2,,2020,44740,Media Technology,Master in Science,music - films - games - digital art,Yes - several times a day.,Yes - but only a few times a week.,Yes - but the last time I checked was two weeks ago.,visualizing datasets. for research/work/artistic purposes,Intro to Statistics - Econometrics,Have not started planning for it.,
S36,Q1,3,Unchain,,2020,44732,Media Technology,Master in Science,,Yes - several times a day.,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Visualize the data in clear and fancy ways,No,Have not started planning for it.,Product designer or product manager
S36,Q2,3,Unchain,,2020,44732,Media Technology,Master in Science,,Yes - several times a day.,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Visualize the data in clear and fancy ways,No,Have not started planning for it.,Product designer or product manager
S36,Q3,3,Unchain,,2020,44732,Media Technology,Master in Science,,Yes - several times a day.,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Visualize the data in clear and fancy ways,No,Have not started planning for it.,Product designer or product manager
S36,Q4,3,Unchain,,2020,44732,Media Technology,Master in Science,,Yes - several times a day.,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Visualize the data in clear and fancy ways,No,Have not started planning for it.,Product designer or product manager
S36,Q5,7,Unchain,,2020,44732,Media Technology,Master in Science,,Yes - several times a day.,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Visualize the data in clear and fancy ways,No,Have not started planning for it.,Product designer or product manager
S36,Q6,7,Unchain,,2020,44732,Media Technology,Master in Science,,Yes - several times a day.,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Visualize the data in clear and fancy ways,No,Have not started planning for it.,Product designer or product manager
S36,Q7,3,Unchain,,2020,44732,Media Technology,Master in Science,,Yes - several times a day.,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Visualize the data in clear and fancy ways,No,Have not started planning for it.,Product designer or product manager
S36,Q8,3,Unchain,,2020,44732,Media Technology,Master in Science,,Yes - several times a day.,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Visualize the data in clear and fancy ways,No,Have not started planning for it.,Product designer or product manager
S36,Q9,3,Unchain,,2020,44732,Media Technology,Master in Science,,Yes - several times a day.,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Visualize the data in clear and fancy ways,No,Have not started planning for it.,Product designer or product manager
S36,Q10,7,Unchain,,2020,44732,Media Technology,Master in Science,,Yes - several times a day.,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Visualize the data in clear and fancy ways,No,Have not started planning for it.,Product designer or product manager
S36,Q11,4,Unchain,,2020,44732,Media Technology,Master in Science,,Yes - several times a day.,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Visualize the data in clear and fancy ways,No,Have not started planning for it.,Product designer or product manager
S36,Q12,10,Unchain,,2020,44732,Media Technology,Master in Science,,Yes - several times a day.,Yes - but only a few times a week.,No - but I wouldn't mind using it.,Visualize the data in clear and fancy ways,No,Have not started planning for it.,Product designer or product manager
S37,Q1,3,AGreatAlias19,-,2017,44713,Media Technology,Master in Science,I like crocheting!,Yes - several times a day.,No and I will never use it.,Yes - several times a day.,To process and visualize data in an interesting way,Interaction programming for the dynamic web - a year ago - at KTH,Have not started planning for it.,I would like to possibly have begin a PhD - or work with project management or interaction design
S37,Q2,5,AGreatAlias19,-,2017,44713,Media Technology,Master in Science,I like crocheting!,Yes - several times a day.,No and I will never use it.,Yes - several times a day.,To process and visualize data in an interesting way,Interaction programming for the dynamic web - a year ago - at KTH,Have not started planning for it.,I would like to possibly have begin a PhD - or work with project management or interaction design
S37,Q3,5,AGreatAlias19,-,2017,44713,Media Technology,Master in Science,I like crocheting!,Yes - several times a day.,No and I will never use it.,Yes - several times a day.,To process and visualize data in an interesting way,Interaction programming for the dynamic web - a year ago - at KTH,Have not started planning for it.,I would like to possibly have begin a PhD - or work with project management or interaction design
S37,Q4,3,AGreatAlias19,-,2017,44713,Media Technology,Master in Science,I like crocheting!,Yes - several times a day.,No and I will never use it.,Yes - several times a day.,To process and visualize data in an interesting way,Interaction programming for the dynamic web - a year ago - at KTH,Have not started planning for it.,I would like to possibly have begin a PhD - or work with project management or interaction design
S37,Q5,7,AGreatAlias19,-,2017,44713,Media Technology,Master in Science,I like crocheting!,Yes - several times a day.,No and I will never use it.,Yes - several times a day.,To process and visualize data in an interesting way,Interaction programming for the dynamic web - a year ago - at KTH,Have not started planning for it.,I would like to possibly have begin a PhD - or work with project management or interaction design
S37,Q6,3,AGreatAlias19,-,2017,44713,Media Technology,Master in Science,I like crocheting!,Yes - several times a day.,No and I will never use it.,Yes - several times a day.,To process and visualize data in an interesting way,Interaction programming for the dynamic web - a year ago - at KTH,Have not started planning for it.,I would like to possibly have begin a PhD - or work with project management or interaction design
S37,Q7,1,AGreatAlias19,-,2017,44713,Media Technology,Master in Science,I like crocheting!,Yes - several times a day.,No and I will never use it.,Yes - several times a day.,To process and visualize data in an interesting way,Interaction programming for the dynamic web - a year ago - at KTH,Have not started planning for it.,I would like to possibly have begin a PhD - or work with project management or interaction design
S37,Q8,3,AGreatAlias19,-,2017,44713,Media Technology,Master in Science,I like crocheting!,Yes - several times a day.,No and I will never use it.,Yes - several times a day.,To process and visualize data in an interesting way,Interaction programming for the dynamic web - a year ago - at KTH,Have not started planning for it.,I would like to possibly have begin a PhD - or work with project management or interaction design
S37,Q9,3,AGreatAlias19,-,2017,44713,Media Technology,Master in Science,I like crocheting!,Yes - several times a day.,No and I will never use it.,Yes - several times a day.,To process and visualize data in an interesting way,Interaction programming for the dynamic web - a year ago - at KTH,Have not started planning for it.,I would like to possibly have begin a PhD - or work with project management or interaction design
S37,Q10,7,AGreatAlias19,-,2017,44713,Media Technology,Master in Science,I like crocheting!,Yes - several times a day.,No and I will never use it.,Yes - several times a day.,To process and visualize data in an interesting way,Interaction programming for the dynamic web - a year ago - at KTH,Have not started planning for it.,I would like to possibly have begin a PhD - or work with project management or interaction design
S37,Q11,8,AGreatAlias19,-,2017,44713,Media Technology,Master in Science,I like crocheting!,Yes - several times a day.,No and I will never use it.,Yes - several times a day.,To process and visualize data in an interesting way,Interaction programming for the dynamic web - a year ago - at KTH,Have not started planning for it.,I would like to possibly have begin a PhD - or work with project management or interaction design
S37,Q12,1,AGreatAlias19,-,2017,44713,Media Technology,Master in Science,I like crocheting!,Yes - several times a day.,No and I will never use it.,Yes - several times a day.,To process and visualize data in an interesting way,Interaction programming for the dynamic web - a year ago - at KTH,Have not started planning for it.,I would like to possibly have begin a PhD - or work with project management or interaction design
S38,Q1,1,ratponto,,2020,45536,Computer Science,PhD,running -drawing -reading,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,Yes - but only a few times a week.,use to visualise experiment result - find alternative/effective ways to display results,took visualisation courses in architecture department,Have a supervisor and topic - but haven't started working yet.,Academia
S38,Q2,2,ratponto,,2020,45536,Computer Science,PhD,running -drawing -reading,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,Yes - but only a few times a week.,use to visualise experiment result - find alternative/effective ways to display results,took visualisation courses in architecture department,Have a supervisor and topic - but haven't started working yet.,Academia
S38,Q3,2,ratponto,,2020,45536,Computer Science,PhD,running -drawing -reading,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,Yes - but only a few times a week.,use to visualise experiment result - find alternative/effective ways to display results,took visualisation courses in architecture department,Have a supervisor and topic - but haven't started working yet.,Academia
S38,Q4,9,ratponto,,2020,45536,Computer Science,PhD,running -drawing -reading,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,Yes - but only a few times a week.,use to visualise experiment result - find alternative/effective ways to display results,took visualisation courses in architecture department,Have a supervisor and topic - but haven't started working yet.,Academia
S38,Q5,9,ratponto,,2020,45536,Computer Science,PhD,running -drawing -reading,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,Yes - but only a few times a week.,use to visualise experiment result - find alternative/effective ways to display results,took visualisation courses in architecture department,Have a supervisor and topic - but haven't started working yet.,Academia
S38,Q6,9,ratponto,,2020,45536,Computer Science,PhD,running -drawing -reading,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,Yes - but only a few times a week.,use to visualise experiment result - find alternative/effective ways to display results,took visualisation courses in architecture department,Have a supervisor and topic - but haven't started working yet.,Academia
S38,Q7,5,ratponto,,2020,45536,Computer Science,PhD,running -drawing -reading,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,Yes - but only a few times a week.,use to visualise experiment result - find alternative/effective ways to display results,took visualisation courses in architecture department,Have a supervisor and topic - but haven't started working yet.,Academia
S38,Q8,7,ratponto,,2020,45536,Computer Science,PhD,running -drawing -reading,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,Yes - but only a few times a week.,use to visualise experiment result - find alternative/effective ways to display results,took visualisation courses in architecture department,Have a supervisor and topic - but haven't started working yet.,Academia
S38,Q9,1,ratponto,,2020,45536,Computer Science,PhD,running -drawing -reading,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,Yes - but only a few times a week.,use to visualise experiment result - find alternative/effective ways to display results,took visualisation courses in architecture department,Have a supervisor and topic - but haven't started working yet.,Academia
S38,Q10,9,ratponto,,2020,45536,Computer Science,PhD,running -drawing -reading,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,Yes - but only a few times a week.,use to visualise experiment result - find alternative/effective ways to display results,took visualisation courses in architecture department,Have a supervisor and topic - but haven't started working yet.,Academia
S38,Q11,9,ratponto,,2020,45536,Computer Science,PhD,running -drawing -reading,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,Yes - but only a few times a week.,use to visualise experiment result - find alternative/effective ways to display results,took visualisation courses in architecture department,Have a supervisor and topic - but haven't started working yet.,Academia
S38,Q12,7,ratponto,,2020,45536,Computer Science,PhD,running -drawing -reading,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,Yes - but only a few times a week.,use to visualise experiment result - find alternative/effective ways to display results,took visualisation courses in architecture department,Have a supervisor and topic - but haven't started working yet.,Academia
S39,Q1,1,Banana,,2017,44732,Media Technology,Master in Science,Travelling - photography - music ,Yes - several times a day.,Use it very rarely - less than once a month. ,Yes - but not so much for courses ,How to make visualizations from data that is easy to interpret and also look good. Will probably come in handy. good to know how to. ,DM2350 MŠnsklig perception fšr informationsteknik - DM2601 Medieteknik och interaktionsdesign - DD1334 Databasteknik - DH2642 Interaktionsprogrammering och dynamiska webben - SF1919 Sannolikhetsteori och statistik - SF1626 Flervariabelanalys etc. Courses from Media Technology Bachelor (interactive track) and Visual Media Interactive Media Master ,Have not started planning for it.,Fullstack or frontend developer - UX/UI - maybe consultant
S39,Q2,2,Banana,,2017,44732,Media Technology,Master in Science,Travelling - photography - music ,Yes - several times a day.,Use it very rarely - less than once a month. ,Yes - but not so much for courses ,How to make visualizations from data that is easy to interpret and also look good. Will probably come in handy. good to know how to. ,DM2350 MŠnsklig perception fšr informationsteknik - DM2601 Medieteknik och interaktionsdesign - DD1334 Databasteknik - DH2642 Interaktionsprogrammering och dynamiska webben - SF1919 Sannolikhetsteori och statistik - SF1626 Flervariabelanalys etc. Courses from Media Technology Bachelor (interactive track) and Visual Media Interactive Media Master ,Have not started planning for it.,Fullstack or frontend developer - UX/UI - maybe consultant
S39,Q3,5,Banana,,2017,44732,Media Technology,Master in Science,Travelling - photography - music ,Yes - several times a day.,Use it very rarely - less than once a month. ,Yes - but not so much for courses ,How to make visualizations from data that is easy to interpret and also look good. Will probably come in handy. good to know how to. ,DM2350 MŠnsklig perception fšr informationsteknik - DM2601 Medieteknik och interaktionsdesign - DD1334 Databasteknik - DH2642 Interaktionsprogrammering och dynamiska webben - SF1919 Sannolikhetsteori och statistik - SF1626 Flervariabelanalys etc. Courses from Media Technology Bachelor (interactive track) and Visual Media Interactive Media Master ,Have not started planning for it.,Fullstack or frontend developer - UX/UI - maybe consultant
S39,Q4,7,Banana,,2017,44732,Media Technology,Master in Science,Travelling - photography - music ,Yes - several times a day.,Use it very rarely - less than once a month. ,Yes - but not so much for courses ,How to make visualizations from data that is easy to interpret and also look good. Will probably come in handy. good to know how to. ,DM2350 MŠnsklig perception fšr informationsteknik - DM2601 Medieteknik och interaktionsdesign - DD1334 Databasteknik - DH2642 Interaktionsprogrammering och dynamiska webben - SF1919 Sannolikhetsteori och statistik - SF1626 Flervariabelanalys etc. Courses from Media Technology Bachelor (interactive track) and Visual Media Interactive Media Master ,Have not started planning for it.,Fullstack or frontend developer - UX/UI - maybe consultant
